homolID	entrez	musName	mgid	geneName	orthoHumMus
55705	6300	Mapk12	MGI:1353438	MAPK12	1:1
55706	6332	Scn7a	MGI:102965	SCN7A	1:1
55707	6418	Set	MGI:1860267	SET	1:1
55708	6428	Srsf3	MGI:98285	SRSF3	1:1
55709	6455	Sh3gl1	MGI:700010	SH3GL1	1:1
55711	6594	Smarca1	MGI:1935127	SMARCA1	1:1
55718	6777	Stat5b	MGI:103035	STAT5B	1:1
55719	6792	Cdkl5	MGI:1278336	CDKL5	1:1
55722	6861	Syt5	MGI:1926368	SYT5	1:1
55723	6874	Taf4	MGI:2152346	TAF4	1:1
55726	7064	Thop1	MGI:1354165	THOP1	1:1
55727	7125	Tnnc2	MGI:98780	TNNC2	1:1
55728	7134	Tnnc1	MGI:98779	TNNC1	1:1
55730	7178	Tpt1	MGI:104890	TPT1	1:1
55731	7181	Nr2c1	MGI:1352465	NR2C1	1:1
55733	7296	Txnrd1	MGI:1354175	TXNRD1	1:1
55739	7336	Ube2v2	MGI:1917870	UBE2V2	1:1
55740	7430	Ezr	MGI:98931	EZR	1:1
55742	7547	Zic3	MGI:106676	ZIC3	1:1
55755	7727	Zfp174	MGI:2686600	ZNF174	1:1
55757	8050	Pdhx	MGI:1351627	PDHX	1:1
55758	8078	Usp5	MGI:1347343	USP5	1:1
55759	8140	Slc7a5	MGI:1298205	SLC7A5	1:1
55762	8444	Dyrk3	MGI:1330300	DYRK3	1:1
55764	8467	Smarca5	MGI:1935129	SMARCA5	1:1
55765	8476	Cdc42bpa	MGI:2441841	CDC42BPA	1:1
55769	8558	Cdk10	MGI:2448549	CDK10	1:1
55770	8560	Degs1	MGI:1097711	DEGS1	1:1
55773	56101	Pcdhgb5	MGI:1935196	PCDHGB5	1:1
55776	8671	Slc4a4	MGI:1927555	SLC4A4	1:1
55777	415117	Stx19	MGI:1915409	STX19	1:1
55780	8735	Myh13	MGI:1339967	MYH13	1:1
55784	8789	Fbp2	MGI:95491	FBP2	1:1
55785	8802	Suclg1	MGI:1927234	SUCLG1	1:1
55793	8999	Cdkl2	MGI:1858227	CDKL2	1:1
55798	1069	Cetn2	MGI:1347085	CETN2	1:1
55799	2016	Emx1	MGI:95387	EMX1	1:1
55800	2194	Fasn	MGI:95485	FASN	1:1
55802	2687	Ggt5	MGI:1346063	GGT5	1:1
55803	3421	Idh3g	MGI:1099463	IDH3G	1:1
55804	6550	Slc9a3	MGI:105064	SLC9A3	1:1
55805	8814	Cdkl1	MGI:1918341	CDKL1	1:1
55806	8974	P4ha2	MGI:894286	P4HA2	1:1
55807	9212	Aurkb	MGI:107168	AURKB	1:1
55809	7760	Zfp213	MGI:3053094	ZNF213	1:1
55811	86	Actl6a	MGI:1861453	ACTL6A	1:1
55812	670	Bphl	MGI:1915271	BPHL	1:1
55815	997	Cdc34	MGI:102657	CDC34	1:1
55818	1445	Csk	MGI:88537	CSK	1:1
55823	2021	Endog	MGI:1261433	ENDOG	1:1
55824	2044	Epha5	MGI:99654	EPHA5	1:1
55827	2591	Galnt3	MGI:894695	GALNT3	1:1
55828	3217	Hoxb7	MGI:96188	HOXB7	1:1
55829	3799	Kif5b	MGI:1098268	KIF5B	1:1
55831	4920	Ror2	MGI:1347521	ROR2	1:1
55833	5521	Ppp2r2b	MGI:1920180	PPP2R2B	1:1
55836	7867	Mapkapk3	MGI:2143163	MAPKAPK3	1:1
55837	8120	Ap3b2	MGI:1100869	AP3B2	1:1
55838	8284	Kdm5d	MGI:99780	KDM5D	1:1
55839	8653	Ddx3y	MGI:1349406	DDX3Y	1:1
55840	9060	Papss2	MGI:1330223	PAPSS2	1:1
55842	9107	Mtmr6	MGI:2145637	MTMR6	1:1
55843	9113	Lats1	MGI:1333883	LATS1	1:1
55844	9196	Kcnab3	MGI:1336208	KCNAB3	1:1
55848	9355	Lhx2	MGI:96785	LHX2	1:1
55849	9371	Kif3b	MGI:107688	KIF3B	1:1
55850	9391	Ciao1	MGI:1346998	CIAO1	1:1
55852	9429	Abcg2	MGI:1347061	ABCG2	1:1
55856	9622	Klk4	MGI:1861379	KLK4	1:1
55857	81	Actn4	MGI:1890773	ACTN4	1:1
55858	1016	Cdh18	MGI:1344366	CDH18	1:1
55859	1030	Cdkn2b	MGI:104737	CDKN2B	1:1
55861	3798	Kif5a	MGI:109564	KIF5A	1:1
55864	4643	Myo1e	MGI:106621	MYO1E	1:1
55867	5547	Prcp	MGI:1919711	PRCP	1:1
55868	5613	Prkx	MGI:1309999	PRKX	1:1
55872	9991	Ptbp3	MGI:1923334	PTBP3	1:1
55873	225	Abcd2	MGI:1349467	ABCD2	1:1
55875	766	Car7	MGI:103100	CA7	1:1
55879	1296	Col8a2	MGI:88464	COL8A2	1:1
55884	2671	Gfer	MGI:107757	GFER	1:1
55885	2746	Glud1	MGI:95753	GLUD1	1:1
55888	3033	Hadh	MGI:96009	HADH	1:1
55890	3265	Hras	MGI:96224	HRAS	1:1
55897	5165	Pdk3	MGI:2384308	PDK3	1:1
55899	6093	Rock1	MGI:107927	ROCK1	1:1
55900	7525	Yes1	MGI:99147	YES1	1:1
55902	9568	Gabbr2	MGI:2386030	GABBR2	1:1
55904	10000	Akt3	MGI:1345147	AKT3	1:1
55906	10053	Ap1m2	MGI:1336974	AP1M2	1:1
55911	3985	Limk2	MGI:1197517	LIMK2	1:1
55912	4001	Lmnb1	MGI:96795	LMNB1	1:1
55916	6282	S100a11-ps	MGI:3645720	S100A11	1:1
55918	6882	Taf11	MGI:1916026	TAF11	1:1
55921	6940	Zfp354a	MGI:103172	ZNF354A	1:1
55922	10082	Gpc6	MGI:1346322	GPC6	1:1
55923	10114	Hipk3	MGI:1314882	HIPK3	1:1
55925	10161	Lpar6	MGI:1914418	LPAR6	1:1
55929	10234	Lrrc17	MGI:1921761	LRRC17	1:1
55930	10238	Dcaf7	MGI:1919083	DCAF7	1:1
55933	10260	Dennd4a	MGI:2142979	DENND4A	1:1
55936	922	Cd5l	MGI:1334419	CD5L	1:1
55937	4088	Smad3	MGI:1201674	SMAD3	1:1
55938	4191	Mdh2	MGI:97050	MDH2	1:1
55939	4325	Mmp16	MGI:1276107	MMP16	1:1
55940	4522	Mthfd1	MGI:1342005	MTHFD1	1:1
55941	4628	Myh10	MGI:1930780	MYH10	1:1
55942	6502	Skp2	MGI:1351663	SKP2	1:1
55943	6718	Akr1d1	MGI:2384785	AKR1D1	1:1
55945	9578	Cdc42bpb	MGI:2136459	CDC42BPB	1:1
55946	9759	Hdac4	MGI:3036234	HDAC4	1:1
55948	10320	Ikzf1	MGI:1342540	IKZF1	1:1
55952	10382	Tubb4a	MGI:107848	TUBB4A	1:1
55953	10397	Ndrg1	MGI:1341799	NDRG1	1:1
55954	4122	Man2a2	MGI:2150656	MAN2A2	1:1
55955	649	Bmp1	MGI:88176	BMP1	1:1
55956	830	Capza2	MGI:106222	CAPZA2	1:1
55957	3337	Dnajb1	MGI:1931874	DNAJB1	1:1
55958	5306	Pitpna	MGI:99887	PITPNA	1:1
55959	5470	Ppef2	MGI:1342304	PPEF2	1:1
55960	5475	Ppef1	MGI:1097157	PPEF1	1:1
55961	5525	Ppp2r5a	MGI:2388479	PPP2R5A	1:1
55962	5529	Ppp2r5e	MGI:1349473	PPP2R5E	1:1
55963	5580	Prkcd	MGI:97598	PRKCD	1:1
55964	5592	Prkg1	MGI:108174	PRKG1	1:1
55965	6789	Stk4	MGI:1929004	STK4	1:1
55966	7444	Vrk2	MGI:1917172	VRK2	1:1
55968	10427	Sec24b	MGI:2139764	SEC24B	1:1
55971	10479	Slc9a6	MGI:2443511	SLC9A6	1:1
55973	10554	Agpat1	MGI:1932075	AGPAT1	1:1
55975	2773	Gnai3	MGI:95773	GNAI3	1:1
55976	10672	Gna13	MGI:95768	GNA13	1:1
55977	10692	Rrh	MGI:1097709	RRH	1:1
55978	10693	Cct6b	MGI:1329013	CCT6B	1:1
55980	10844	Tubgcp2	MGI:1921487	TUBGCP2	1:1
55982	10905	Man1a2	MGI:104676	MAN1A2	1:1
55983	10927	Spin1	MGI:109242	SPIN1	1:1
55984	6917	Tcea1	MGI:1196624	TCEA1	1:1
55988	79799	Ugt2a3	MGI:1919344	UGT2A3	1:1
55992	10987	Cops5	MGI:1349415	COPS5	1:1
55994	64714	Pdia2	MGI:1916441	PDIA2	1:1
55997	11033	Adap1	MGI:2442201	ADAP1	1:1
56000	1789	Dnmt3b	MGI:1261819	DNMT3B	1:1
56001	3204	Hoxa7	MGI:96179	HOXA7	1:1
56002	5831	Pycr1	MGI:2384795	PYCR1	1:1
56003	6016	Rit1	MGI:108053	RIT1	1:1
56004	6048	Rnf5	MGI:1860076	RNF5	1:1
56005	6328	Scn3a	MGI:98249	SCN3A	1:1
56012	10385	Btn2a2	MGI:3606486	BTN2A2	1:1
56014	11104	Katna1	MGI:1344353	KATNA1	1:1
56019	11169	Wdhd1	MGI:2443514	WDHD1	1:1
56029	10351	Abca8b	MGI:1351668	ABCA8	1:1
56032	11269	Ddx19b	MGI:2148251	DDX19B	1:1
56033	11329	Stk38	MGI:2442572	STK38	1:1
56037	84532	Acss1	MGI:1915988	ACSS1	1:1
56038	89941	Rhot2	MGI:2384892	RHOT2	1:1
56073	1431	Cs	MGI:88529	CS	1:1
56080	6652	Sord	MGI:98266	SORD	1:1
56097	23171	Gpd1l	MGI:1289257	GPD1L	1:1
56106	51012	Slmo2	MGI:1913640	PRELID3B	1:1
56113	124590	Ush1g	MGI:2450757	USH1G	1:1
56119	79602	Adipor2	MGI:93830	ADIPOR2	1:1
56129	22919	Mapre1	MGI:891995	MAPRE1	1:1
56130	65263	Pycrl	MGI:1913444	PYCRL	1:1
56137	219333	Usp12	MGI:1270128	USP12	1:1
56150	491	Atp2b2	MGI:105368	ATP2B2	1:1
56152	51547	Sirt7	MGI:2385849	SIRT7	1:1
56208	81894	Slc25a28	MGI:2180509	SLC25A28	1:1
56228	5224	Pgam2	MGI:1933118	PGAM2	1:1
56234	3800	Kif5c	MGI:1098269	KIF5C	1:1
56235	56919	Dhx33	MGI:2445102	DHX33	1:1
56240	5119	Chmp1a	MGI:1920159	CHMP1A	1:1
56267	90957	Dhx57	MGI:2147067	DHX57	1:1
56276	4542	Myo1f	MGI:107711	MYO1F	1:1
56279	5965	Recql	MGI:103021	RECQL	1:1
56282	2182	Acsl4	MGI:1354713	ACSL4	1:1
56284	79152	Fa2h	MGI:2443327	FA2H	1:1
56292	26958	Copg2	MGI:1858683	COPG2	1:1
56295	10897	Yif1a	MGI:1915340	YIF1A	1:1
56296	84938	Atg4c	MGI:2651854	ATG4C	1:1
56299	23012	Stk38l	MGI:1922250	STK38L	1:1
56300	120103	Slc36a4	MGI:2442595	SLC36A4	1:1
56320	3954	Letm1	MGI:1932557	LETM1	1:1
56324	23390	Zdhhc17	MGI:2445110	ZDHHC17	1:1
56331	2957	Gtf2a1	MGI:1933277	GTF2A1	1:1
56334	51741	Wwox	MGI:1931237	WWOX	1:1
56358	137994	Letm2	MGI:2444979	LETM2	1:1
56377	22916	Ncbp2	MGI:1915342	NCBP2	1:1
56379	351	App	MGI:88059	APP	1:1
56382	84889	Slc7a3	MGI:1100521	SLC7A3	1:1
56383	773	Cacna1a	MGI:109482	CACNA1A	1:1
56386	966	Cd59b	MGI:1888996	CD59	1:1
56389	1301	Col11a1	MGI:88446	COL11A1	1:1
56394	1958	Egr1	MGI:95295	EGR1	1:1
56396	285220	Epha6	MGI:108034	EPHA6	1:1
56411	4061	Ly6e	MGI:106651	LY6E	1:1
56412	9261	Mapkapk2	MGI:109298	MAPKAPK2	1:1
56414	644890	Meig1	MGI:1202878	MEIG1	1:1
56417	4646	Myo6	MGI:104785	MYO6	1:1
56419	5079	Pax5	MGI:97489	PAX5	1:1
56424	5579	Prkcb	MGI:97596	PRKCB	1:1
56426	5361	Plxna1	MGI:107685	PLXNA1	1:1
56427	5362	Plxna2	MGI:107684	PLXNA2	1:1
56428	5494	Ppm1a	MGI:99878	PPM1A	1:1
56429	5532	Ppp3cb	MGI:107163	PPP3CB	1:1
56430	5606	Map2k3	MGI:1346868	MAP2K3	1:1
56433	5986	Rfng	MGI:894275	RFNG	1:1
56438	6423	Sfrp2	MGI:108078	SFRP2	1:1
56439	5602	Mapk10	MGI:1346863	MAPK10	1:1
56442	116085	Slc22a12	MGI:1195269	SLC22A12	1:1
56444	7702	Zfp143	MGI:1277969	ZNF143	1:1
56448	83942	Tssk1	MGI:1347557	TSSK1B	1:1
56451	140679	Slc32a1	MGI:1194488	SLC32A1	1:1
56453	54993	Zscan2	MGI:99176	ZSCAN2	1:1
56457	314	Aoc2	MGI:2668431	AOC2	1:1
56461	57194	Atp10a	MGI:1330809	ATP10A	1:1
56466	1408	Cry2	MGI:1270859	CRY2	1:1
56469	1674	Des	MGI:94885	DES	1:1
56470	1719	Dhfr	MGI:94890	DHFR	1:1
56471	64641	Ebf2	MGI:894332	EBF2	1:1
56472	253738	Ebf3	MGI:894289	EBF3	1:1
56483	204851	Hipk1	MGI:1314873	HIPK1	1:1
56489	3488	Igfbp5	MGI:96440	IGFBP5	1:1
56490	153572	Irx2	MGI:1197526	IRX2	1:1
56491	7881	Kcnab1	MGI:109155	KCNAB1	1:1
56492	8514	Kcnab2	MGI:109239	KCNAB2	1:1
56493	29072	Setd2	MGI:1918177	SETD2	1:1
56495	3939	Ldha	MGI:96759	LDHA	1:1
56497	89884	Lhx4	MGI:101776	LHX4	1:1
56499	5696	Psmb8	MGI:1346527	PSMB8	1:1
56504	51168	Myo15	MGI:1261811	MYO15A	1:1
56518	10736	Six2	MGI:102778	SIX2	1:1
56521	10060	Abcc9	MGI:1352630	ABCC9	1:1
56523	23545	Atp6v0a2	MGI:104855	ATP6V0A2	1:1
56528	7534	Ywhaz	MGI:109484	YWHAZ	1:1
56530	7589	Zscan21	MGI:99182	ZSCAN21	1:1
56537	23603	Coro1c	MGI:1345964	CORO1C	1:1
56539	3645	Insrr	MGI:1346037	INSRR	1:1
56540	51166	Aadat	MGI:1345167	AADAT	1:1
56542	10178	Tenm1	MGI:1345185	TENM1	1:1
56545	7093	Tll2	MGI:1346044	TLL2	1:1
56546	1186	Clcn7	MGI:1347048	CLCN7	1:1
56548	5609	Map2k7	MGI:1346871	MAP2K7	1:1
56554	26229	B3gat3	MGI:1919977	B3GAT3	1:1
56555	22921	Msrb2	MGI:1923717	MSRB2	1:1
56556	23411	Sirt1	MGI:2135607	SIRT1	1:1
56557	22938	Snw1	MGI:1913604	SNW1	1:1
56558	22929	Sephs1	MGI:1923580	SEPHS1	1:1
56563	9771	Rapgef5	MGI:2444365	RAPGEF5	1:1
56564	22992	Kdm2a	MGI:1354736	KDM2A	1:1
56565	22924	Mapre3	MGI:2140967	MAPRE3	1:1
56568	26493	Olfr145	MGI:2177528	OR8B8	1:1
56569	553115	Pef1	MGI:1915148	PEF1	1:1
56571	26503	Slc17a5	MGI:1924105	SLC17A5	1:1
56572	27005	Usp21	MGI:1353665	USP21	1:1
56577	815	Camk2a	MGI:88256	CAMK2A	1:1
56580	2998	Gys2	MGI:2385254	GYS2	1:1
56583	29119	Ctnna3	MGI:2661445	CTNNA3	1:1
56584	29899	Gpsm2	MGI:1923373	GPSM2	1:1
56585	29881	Npc1l1	MGI:2685089	NPC1L1	1:1
56588	7923	H2-Ke6	MGI:95911	HSD17B8	1:1
56589	5777	Ptpn6	MGI:96055	PTPN6	1:1
56590	3251	Hprt	MGI:96217	HPRT1	1:1
56591	84695	Loxl3	MGI:1337004	LOXL3	1:1
56593	79345	Olfr64	MGI:1341900	OR51B2	1:1
56594	6095	Rora	MGI:104661	RORA	1:1
56598	340260	Uncx	MGI:108013	UNCX	1:1
56602	9807	Ip6k1	MGI:1351633	IP6K1	1:1
56603	6579	Slco1a5	MGI:1351865	SLCO1A2	1:1
56606	30832	Zfp354c	MGI:1353621	ZNF354C	1:1
56659	4720	Ndufs2	MGI:2385112	NDUFS2	1:1
56661	28982	Mfsd7b	MGI:2444881	FLVCR1	1:1
56664	29093	Mrpl22	MGI:1333794	MRPL22	1:1
56668	11136	Slc7a9	MGI:1353656	SLC7A9	1:1
56670	26354	Gnl3	MGI:1353651	GNL3	1:1
56672	27032	Atp2c1	MGI:1889008	ATP2C1	1:1
56674	27120	Dkkl1	MGI:1354963	DKKL1	1:1
56676	27338	Ube2s	MGI:1925141	UBE2S	1:1
56677	27348	Tor1b	MGI:1353605	TOR1B	1:1
56678	26524	Lats2	MGI:1354386	LATS2	1:1
56679	9718	Ece2	MGI:1101356	ECE2	1:1
56680	9732	Dock4	MGI:1918006	DOCK4	1:1
56682	9811	Ctif	MGI:2685518	CTIF	1:1
56683	9820	Cul7	MGI:1913765	CUL7	1:1
56685	9844	Elmo1	MGI:2153044	ELMO1	1:1
56686	9901	Srgap3	MGI:2152938	SRGAP3	1:1
56688	89795	Nav3	MGI:2183703	NAV3	1:1
56689	116987	Agap1	MGI:2653690	AGAP1	1:1
56690	22871	Nlgn1	MGI:2179435	NLGN1	1:1
56691	23029	Rbm34	MGI:1098653	RBM34	1:1
56692	83660	Tln2	MGI:1917799	TLN2	1:1
56694	23102	Tbc1d2b	MGI:1914266	TBC1D2B	1:1
56695	23108	Rap1gap2	MGI:3028623	RAP1GAP2	1:1
56696	23113	Cul9	MGI:1925559	CUL9	1:1
56697	23049	Smg1	MGI:1919742	SMG1	1:1
56698	23132	Rad54l2	MGI:1933196	RAD54L2	1:1
56700	23224	Syne2	MGI:2449316	SYNE2	1:1
56705	25901	Ccdc28a	MGI:2443508	CCDC28A	1:1
56706	25902	Mthfd1l	MGI:1924836	MTHFD1L	1:1
56708	25956	Sec31b	MGI:2685187	SEC31B	1:1
56710	26007	Tkfc	MGI:2385084	TKFC	1:1
56711	26010	Spats2l	MGI:1914448	SPATS2L	1:1
56712	26038	Chd5	MGI:3036258	CHD5	1:1
56714	26085	Klk13	MGI:3615275	KLK13	1:1
56715	26091	Herc4	MGI:1914595	HERC4	1:1
56721	27153	Zfp777	MGI:1919556	ZNF777	1:1
56723	50484	Rrm2b	MGI:2155865	RRM2B	1:1
56725	50717	Dcaf8	MGI:91860	DCAF8	1:1
56736	51088	Klhl5	MGI:1919028	KLHL5	1:1
56737	51631	Luc7l2	MGI:2183260	LUC7L2	1:1
56740	51643	Tmbim4	MGI:1915462	TMBIM4	1:1
56741	51029	Desi2	MGI:1926075	DESI2	1:1
56743	51388	Nip7	MGI:1913414	NIP7	1:1
56745	22820	Copg1	MGI:1858696	COPG1	1:1
56752	51466	Evl	MGI:1194884	EVL	1:1
56753	51200	Cpa4	MGI:1919041	CPA4	1:1
56754	51752	Erap1	MGI:1933403	ERAP1	1:1
56758	51305	Kcnk9	MGI:3521816	KCNK9	1:1
56760	5599	Mapk8	MGI:1346861	MAPK8	1:1
56761	55605	Kif21a	MGI:109188	KIF21A	1:1
56762	50488	Mink1	MGI:1355329	MINK1	1:1
56763	50940	Pde11a	MGI:3036251	PDE11A	1:1
56764	3758	Kcnj1	MGI:1927248	KCNJ1	1:1
56766	51807	Tuba8	MGI:1858225	TUBA8	1:1
56767	56301	Slc7a10	MGI:1858261	SLC7A10	1:1
56773	54734	Rab39	MGI:2442855	RAB39A	1:1
56774	54751	Fblim1	MGI:1921452	FBLIM1	1:1
56777	54769	Diras2	MGI:1915453	DIRAS2	1:1
56783	54855	Fam46c	MGI:1921895	FAM46C	1:1
56784	54896	Pqlc2	MGI:2384837	PQLC2	1:1
56785	54923	Lime1	MGI:1919949	LIME1	1:1
56788	54942	Fam206a	MGI:2677850	FAM206A	1:1
56789	55655	Nlrp2	MGI:3041206	NLRP2	1:1
56791	55040	Epn3	MGI:1919139	EPN3	1:1
56793	55068	Enox1	MGI:2444896	ENOX1	1:1
56794	55110	Magohb	MGI:1913691	MAGOHB	1:1
56797	55723	Asf1b	MGI:1914179	ASF1B	1:1
56798	55760	Dhx32	MGI:2141813	DHX32	1:1
56800	55752	Sept11	MGI:1277214	SEPT11	1:1
56801	55753	Ogdhl	MGI:3616088	OGDHL	1:1
56803	55288	Rhot1	MGI:1926078	RHOT1	1:1
56805	55315	Slc29a3	MGI:1918529	SLC29A3	1:1
56806	54664	Tmem106b	MGI:1919150	TMEM106B	1:1
56807	55339	Wdr33	MGI:1921570	WDR33	1:1
56808	50515	Chst11	MGI:1927166	CHST11	1:1
56810	53353	Lrp1b	MGI:2151136	LRP1B	1:1
56812	55503	Trpv6	MGI:1927259	TRPV6	1:1
56814	55510	Ddx43	MGI:3642857	DDX43	1:1
56817	442038	Sult1c1	MGI:102928	SULT1C3	1:1
56821	201625	Dnah12	MGI:107720	DNAH12	1:1
56824	56114	Pcdhga1	MGI:1935212	PCDHGA1	1:1
56827	56107	Pcdhga9	MGI:1935226	PCDHGA9	1:1
56833	53347	Ubash3a	MGI:1926074	UBASH3A	1:1
56834	54212	Sntg1	MGI:1918346	SNTG1	1:1
56835	54456	Mov10l1	MGI:1891384	MOV10L1	1:1
56837	54474	Krt20	MGI:1914059	KRT20	1:1
56839	54521	Wdr44	MGI:1919654	WDR44	1:1
56840	54537	Fam35a	MGI:1922948	FAM35A	1:1
56841	27436	Eml4	MGI:1926048	EML4	1:1
56843	54622	Arl15	MGI:2442308	ARL15	1:1
56856	23216	Tbc1d1	MGI:1889508	TBC1D1	1:1
56859	1015	Cdh17	MGI:1095414	CDH17	1:1
56861	643866	Cbln3	MGI:1889286	CBLN3	1:1
56863	56623	Inpp5e	MGI:1927753	INPP5E	1:1
56868	23046	Kif21b	MGI:109234	KIF21B	1:1
56870	58515	Selenok	MGI:1931466	SELENOK	1:1
56875	55757	Uggt2	MGI:1913685	UGGT2	1:1
56878	56964	Wdr93	MGI:3646885	WDR93	1:1
56879	56975	Fam20c	MGI:2136853	FAM20C	1:1
56880	192683	Scamp5	MGI:1928948	SCAMP5	1:1
56885	57107	Pdss2	MGI:1918615	PDSS2	1:1
56886	57053	Chrna10	MGI:3609260	CHRNA10	1:1
56892	57335	Zfp286	MGI:2384758	ZNF286A	1:1
56894	57381	Rhoj	MGI:1931551	RHOJ	1:1
56895	57396	Clk4	MGI:1098551	CLK4	1:1
56897	57505	Aars2	MGI:2681839	AARS2	1:1
56898	57522	Srgap1	MGI:2152936	SRGAP1	1:1
56899	57537	Sorcs2	MGI:1932289	SORCS2	1:1
56903	57626	Klhl1	MGI:2136335	KLHL1	1:1
56904	113878	Dtx2	MGI:1921448	DTX2	1:1
56908	288	Ank3	MGI:88026	ANK3	1:1
56912	6565	Slc15a2	MGI:1890457	SLC15A2	1:1
56913	8912	Cacna1h	MGI:1928842	CACNA1H	1:1
56916	57798	Gatad1	MGI:1914460	GATAD1	1:1
56919	3681	Itgad	MGI:3578624	ITGAD	1:1
56920	166378	Spata5	MGI:1927170	SPATA5	1:1
56924	11122	Ptprt	MGI:1321152	PTPRT	1:1
56926	57060	Pcbp4	MGI:1890471	PCBP4	1:1
56927	4166	Chst5	MGI:1931825	CHST6	1:1
56929	51447	Ip6k2	MGI:1923750	IP6K2	1:1
56936	54583	Egln1	MGI:1932286	EGLN1	1:1
56937	63874	Abhd4	MGI:1915938	ABHD4	1:1
56940	23400	Atp13a2	MGI:1922022	ATP13A2	1:1
56941	63977	Prdm15	MGI:1930121	PRDM15	1:1
56942	64083	Golph3	MGI:1913879	GOLPH3	1:1
56943	64093	Smoc1	MGI:1929878	SMOC1	1:1
56944	64108	Rtp4	MGI:1915025	RTP4	1:1
56949	64225	Atl2	MGI:1929492	ATL2	1:1
56951	64403	Cdh24	MGI:1928330	CDH24	1:1
56955	415116	Pim3	MGI:1355297	PIM3	1:1
56957	64854	Usp46	MGI:1916977	USP46	1:1
56959	64895	Papolg	MGI:2442119	PAPOLG	1:1
56960	54904	Whsc1l1	MGI:2142581	WHSC1L1	1:1
56962	9351	Slc9a3r2	MGI:1890662	SLC9A3R2	1:1
56969	81555	Yipf5	MGI:1914430	YIPF5	1:1
56971	8741	Tnfsf13	MGI:1916833	TNFSF13	1:1
56979	53354	Pank1	MGI:1922985	PANK1	1:1
56982	10886	Npffr2	MGI:1860130	NPFFR2	1:1
56983	79012	Camkv	MGI:2384296	CAMKV	1:1
56985	64699	Tmprss3	MGI:2155445	TMPRSS3	1:1
56986	79009	Ddx50	MGI:2182303	DDX50	1:1
56993	79446	Wdr25	MGI:3045255	WDR25	1:1
56994	79581	Slc52a2	MGI:1289288	SLC52A2	1:1
56995	79609	Vcpkmt	MGI:2684917	VCPKMT	1:1
56997	79623	Galnt14	MGI:1918935	GALNT14	1:1
56998	79626	Tnfaip8l2	MGI:1917019	TNFAIP8L2	1:1
56999	79646	Pank3	MGI:2387464	PANK3	1:1
57000	79665	Dhx40	MGI:1914737	DHX40	1:1
57002	79731	Nars2	MGI:2142075	NARS2	1:1
57005	79805	Vash2	MGI:2444826	VASH2	1:1
57006	79809	Ttc21b	MGI:1920918	TTC21B	1:1
57008	79858	Nek11	MGI:2442276	NEK11	1:1
57009	79898	Zfp157	MGI:1919404	ZNF613	1:1
57014	79974	Cped1	MGI:2444814	CPED1	1:1
57015	79982	Dnajb14	MGI:1917854	DNAJB14	1:1
57016	80005	Dock5	MGI:2652871	DOCK5	1:1
57020	80168	Mogat2	MGI:2663253	MOGAT2	1:1
57021	80183	Rubcnl	MGI:2685590	RUBCNL	1:1
57022	80207	Opa3	MGI:2686271	OPA3	1:1
57023	23387	Sik3	MGI:2446296	SIK3	1:1
57024	22981	Ninl	MGI:1925427	NINL	1:1
57027	80714	Pbx4	MGI:1931321	PBX4	1:1
57028	5092	Pcbd1	MGI:94873	PCBD1	1:1
57030	56945	Mrps22	MGI:1928137	MRPS22	1:1
57031	92609	Timm50	MGI:1913775	TIMM50	1:1
57032	94103	Ormdl3	MGI:1913862	ORMDL3	1:1
57033	83759	Rbm4b	MGI:1913954	RBM4B	1:1
57034	222698	Nkapl	MGI:1913957	NKAPL	1:1
57037	405753	Duoxa2	MGI:1914061	DUOXA2	1:1
57041	84792	Fam220a	MGI:1914488	FAM220A	1:1
57043	64951	Mrps24	MGI:1928142	MRPS24	1:1
57046	253512	Slc25a30	MGI:1914804	SLC25A30	1:1
57048	26502	Narf	MGI:1914858	NARF	1:1
57050	84623	Kirrel3	MGI:1914953	KIRREL3	1:1
57051	387263	1600012H06Rik	MGI:1915162	C6orf120	1:1
57052	517	Atp5g2	MGI:1915192	ATP5G2	1:1
57056	78990	Otub2	MGI:1915399	OTUB2	1:1
57057	119391	Gsto2	MGI:1915464	GSTO2	1:1
57062	84264	Haghl	MGI:1919877	HAGHL	1:1
57065	414918	Dennd6b	MGI:1916690	DENND6B	1:1
57070	727910	Tlcd2	MGI:1917141	TLCD2	1:1
57076	84275	Slc25a33	MGI:1917806	SLC25A33	1:1
57078	283629	Tssk4	MGI:1918349	TSSK4	1:1
57079	23158	Tbc1d9	MGI:1918560	TBC1D9	1:1
57083	283375	Slc39a5	MGI:1919336	SLC39A5	1:1
57086	23076	Rrp1b	MGI:1919712	RRP1B	1:1
57091	125972	Calr3	MGI:1920566	CALR3	1:1
57094	64859	Nabp1	MGI:1923258	NABP1	1:1
57095	8916	Herc3	MGI:1921248	HERC3	1:1
57098	54878	Dpp8	MGI:1921638	DPP8	1:1
57102	128866	Chmp4b	MGI:1922858	CHMP4B	1:1
57105	253832	Zdhhc20	MGI:1923215	ZDHHC20	1:1
57110	130752	Mdh1b	MGI:1923918	MDH1B	1:1
57111	84570	Col25a1	MGI:1924268	COL25A1	1:1
57112	255104	Tmco4	MGI:1924306	TMCO4	1:1
57114	80758	Prr7	MGI:3487246	PRR7	1:1
57115	80760	Itih5	MGI:1925751	ITIH5	1:1
57119	54763	Ropn1	MGI:1923628	ROPN1	1:1
57125	81562	Lman2l	MGI:2443010	LMAN2L	1:1
